Cost_Record_ID,Date,Mess_Hall_ID,Menu_Item,Primary_Ingredient,Ingredient_Quantity_kg,Market_Price_Per_Kg_INR,Total_Ingredient_Cost_INR,Labour_Cost_INR,Fuel_Cost_INR,Total_Cost_INR,Waste_Cost_INR,Supplier_ID,Price_Spike_Flag,Procurement_Method,Batch_Quality_Grade
CR-20210115-MH_A-BAIN,15/01/2021,MH_A,Baingan Bharta,Brinjal,41.52,31.55,1309.96,540.75,151.32,2002.03,249.44,V02,False,Contract,B
CR-20210115-MH_B-HALW,2021-01-15,MH_B,Halwa,Semolina,42.97,47.39,2036.35,323.54,,2359.89,691.21,V11,False,Contract,A
CR-20210115-MH_B-EGG,"January 15, 2021",MH_B,Egg Curry,Egg,22.05,11.68,257.54,547.26,182.71,987.51,133.7,V01,False,Contract,
CR-20210115-MH_B-COFF,"January 15, 2021",MH_B,Coffee,Coffee Beans,2.8,338.63,948.16,322.69,,1270.85,207.8,V01,False,Spot_Market,A
CR-20210115-MH_G-JAIN,15/01/2021,MH_G,Jain Sabzi,Mixed Vegetables,45.75,61.35,2806.76,348.9,106.53,3262.19,864.1,V12,False,Contract,B
CR-20210115-MH_G-DAL,15/01/2021,MH_G,Dal Fry,Dal,41.26,105.77,4364.07,704.9,,5068.97,1274.49,V10,False,Contract,
CR-20210115-MH_G-ALOO,2021-01-15,MH_G,Aloo Dum,Potato,24.77,36.09,893.95,665.91,,446.975,479.96,V07,False,Spot_Market,B
CR-20210116-MH_A-POHA,2021-01-16,MH_A,Poha,Flattened Rice,54.37,78.37,4260.98,584.2,,4845.18,1307.9,V12,False,Spot_Market,B
CR-20210116-MH_A-JAIN,2021-01-16,MH_A,Jain Dal,Dal,29.59,81.62,2415.14,,66.12,2481.26,649.26,V09,False,Spot_Market,A
CR-20210116-MH_A-BREA,"January 16, 2021",MH_A,Bread-Butter,Bread,60.32,60.54,3651.77,285.34,,3937.11,727.02,V02,False,Contract,C
CR-20210116-MH_A-GULA,2021-01-16,MH_A,Gulab Jamun,Milk,11.78,53.04,624.81,454.24,197.44,1276.49,375.69,V04,False,Spot_Market,B
CR-20210116-MH_B-PANE,16/01/2021,MH_B,Paneer Curry,Paneer,38.73,347.84,13471.84,,95.28,13567.12,1518.68,V06,False,Contract,
CR-20210116-MH_B-CHAN,2021-01-16,MH_B,Chana Masala,Chickpea,12.33,99.16,1222.64,708.72,279.78,2211.14,327.7,V11,False,Contract,C
CR-20210116-MH_B-BISI,2021-01-16,MH_B,Bisi Bele Bath,Lentil,16.74,90.62,1516.98,418.85,175.36,2111.19,676.55,V04,False,Spot_Market,A
CR-20210116-MH_B-DAL,2021-01-16,MH_B,Dal Fry,Dal,60.38,92.33,5574.89,413.58,73.52,6061.99,1229.26,V01,False,Spot_Market,A
CR-20210116-MH_G-UPMA,2021-01-16,MH_G,Upma,Semolina,62.46,49.75,3107.39,698.21,218.5,4024.1,512.73,V05,False,Contract,A
CR-20210116-MH_G-POHA,2021-01-16,MH_G,Poha,Flattened Rice,20.18,74.61,1505.63,489.6,157.03,2152.26,342.25,V04,False,Direct_Farm,
CR-20210116-MH_G-CHIC,"January 16, 2021",MH_G,Chicken Biryani,Chicken,9.13,218.55,,322.13,135.44,2452.93,331.38,V02,False,Spot_Market,A
CR-20210116-MH_G-TEA,"January 16, 2021",MH_G,Tea,Tea Leaves,3.6,329.55,1186.38,,,1186.38,216.44,V11,False,Contract,
CR-20210117-MH_A-MIXE,17/01/2021,MH_A,Mixed Veg,Mixed Vegetables,53.96,42.79,2308.95,318.13,,2627.08,866.55,V01,False,Direct_Farm,A
CR-20210117-MH_A-POHA,2021-01-17,MH_A,Poha,Flattened Rice,54.95,59.11,3248.09,716.03,191.79,4155.91,1075.39,V06,False,Spot_Market,A
CR-20210117-MH_B-KADH,"January 17, 2021",MH_B,Kadhi Pakoda,Yogurt,50.26,54.56,2742.19,538.42,,3280.61,700.96,V09,False,Spot_Market,
CR-20210117-MH_B-KEEM,2021-01-17,MH_B,Keema Matar,Mutton,15.07,472.99,7127.96,,68.44,7196.4,2006.71,V04,False,Contract,A
CR-20210117-MH_G-CHAN,2021-01-17,MH_G,Chana Masala,Chickpea,22.71,75.96,1725.05,,224.75,1949.8,266.12,V04,False,Contract,
CR-20210117-MH_G-EGG,17/01/2021,MH_G,Egg Curry,Egg,12.62,6.85,86.45,619.11,172.79,878.35,185.05,V05,False,Contract,
CR-20210118-MH_A-CHOL,2021-01-18,MH_A,Chole Bhature,Chickpea,17.78,91.0,1617.98,743.2,107.27,2468.45,492.45,V02,False,Contract,
CR-20210118-MH_A-KHIC,2021-01-18,MH_A,Khichdi,Rice,23.35,94.63,2209.61,558.12,193.52,2961.25,895.84,V04,False,Spot_Market,
CR-20210118-MH_B-PURI,2021-01-18,MH_B,Puri-Sabzi,Wheat,69.06,34.02,2349.42,719.51,,3068.93,821.87,V01,False,Contract,C
CR-20210118-MH_B-KADH,2021-01-18,MH_B,Kadhi Pakoda,Yogurt,8.09,72.77,588.71,,,588.71,83.71,V10,False,Contract,B
CR-20210118-MH_G-JAIN,2021-01-18,MH_G,Jain Dal,Dal,15.41,99.76,1537.3,638.8,142.3,2318.4,446.66,V10,False,Contract,B
CR-20210118-MH_G-FRUI,2021-01-18,MH_G,Fruit Plate,Fruits,8.44,102.4,864.26,294.51,,1158.77,153.38,V03,False,Contract,A
CR-20210119-MH_A-BREA,"January 19, 2021",MH_A,Bread-Butter,Bread,60.03,96.1,5768.88,259.48,192.26,6220.62,2148.4,V09,False,Spot_Market,A
CR-20210119-MH_A-CHIC,2021-01-19,MH_A,Chicken Biryani,Chicken,24.5,202.25,4955.12,747.88,,5703.0,955.26,V08,False,Contract,C
CR-20210119-MH_A-CHOL,2021-01-19,MH_A,Chole Bhature,Chickpea,61.36,90.23,5536.51,316.49,206.82,6059.82,1177.63,V09,False,Contract,
CR-20210119-MH_A-CORN,2021-01-19,MH_A,Cornflakes,Maize,8.62,43.97,379.02,359.13,,738.15,181.92,V07,False,Direct_Farm,
CR-20210119-MH_B-RAJM,2021-01-19,MH_B,Rajma Rice,Rajma,75.89,113.75,8632.49,738.28,266.96,9637.73,2466.49,V09,False,Contract,C
CR-20210119-MH_B-CORN,"January 19, 2021",MH_B,Cornflakes,Maize,29.95,49.73,1489.41,633.93,166.91,2290.25,455.65,V08,False,Spot_Market,C
CR-20210119-MH_B-TEA,2021-01-19,MH_B,Tea,Tea Leaves,3.64,380.52,1385.09,,56.76,1441.85,172.54,V05,False,Contract,A
CR-20210119-MH_B-VEGE,2021-01-19,MH_B,Vegetable Soup,Mixed Vegetables,37.25,36.65,1365.21,761.55,249.7,2376.46,732.04,V12,False,Direct_Farm,
CR-20210119-MH_G-KADH,"January 19, 2021",MH_G,Kadhi Pakoda,Yogurt,25.82,70.2,1812.56,,78.23,1890.79,508.71,V08,False,Contract,A
CR-20210119-MH_G-ALOO,2021-01-19,MH_G,Aloo Gobi,Potato,42.95,31.1,1335.75,649.55,225.36,2210.66,603.34,V09,False,Contract,C
CR-20210119-MH_G-KHEE,2021-01-19,MH_G,Kheer,Milk,79.59,51.57,4104.46,,,4104.46,419.43,V03,False,Contract,
CR-20210119-MH_G-PURI,2021-01-19,MH_G,Puri-Sabzi,Wheat,46.95,37.07,1740.44,575.77,133.52,2449.73,463.29,V05,False,Contract,A
CR-20210120-MH_A-UPMA,"January 20, 2021",MH_A,Upma,Semolina,31.55,42.82,1350.97,,109.42,1460.39,484.11,V08,False,Contract,A
CR-20210120-MH_A-BOIL,"January 20, 2021",MH_A,Boiled Eggs,Egg,11.68,7.29,85.15,200.72,,285.87,39.93,V10,False,Contract,B
CR-20210120-MH_A-BHEL,2021-01-20,MH_A,Bhel Puri,Puffed Rice,59.99,67.17,4029.53,643.4,,4672.93,1045.52,V12,False,Spot_Market,
CR-20210120-MH_A-BISI,"January 20, 2021",MH_A,Bisi Bele Bath,Lentil,74.5,98.22,7317.39,546.18,201.95,8065.52,1356.22,V12,False,Contract,A
CR-20210120-MH_A-PALA,2021-01-20,MH_A,Palak Paneer,Paneer,16.78,318.23,5339.9,487.72,,5827.62,836.57,V09,False,Contract,
CR-20210120-MH_A-DAL,2021-01-20,MH_A,Dal Fry,Dal,71.25,90.09,6418.91,,,6418.91,2126.08,V05,False,Direct_Farm,A
CR-20210120-MH_B-IDLI,2021-01-20,MH_B,Idli-Sambar,Rice,19.2,90.56,1738.75,453.66,,2192.41,520.58,V09,False,Contract,A
CR-20210120-MH_B-DOSA,"January 20, 2021",MH_B,Dosa,Rice,42.61,78.85,3359.8,472.21,90.19,3922.2,966.17,V09,False,Contract,B
CR-20210120-MH_B-HALW,"January 20, 2021",MH_B,Halwa,Semolina,59.91,60.98,3653.31,,210.23,3863.54,1012.01,V10,False,Contract,B
CR-20210120-MH_B-KHEE,2021-01-20,MH_B,Kheer,Milk,63.58,65.25,4148.6,,196.8,4345.4,789.05,V01,False,Contract,B
CR-20210120-MH_B-KEEM,2021-01-20,MH_B,Keema Matar,Mutton,18.04,494.66,8923.67,616.95,,9540.62,1716.58,V01,False,Contract,A
CR-20210120-MH_B-EGG,2021-01-20,MH_B,Egg Fried Rice,Egg,59.27,11.95,708.28,422.83,56.48,1187.59,218.4,V03,False,Contract,A
CR-20210120-MH_G-SAMB,20/01/2021,MH_G,Sambar Rice,Lentil,40.34,96.5,3892.81,375.15,133.57,4401.53,1359.94,V10,False,Direct_Farm,
CR-20210120-MH_G-FISH,2021-01-20,MH_G,Fish Fry,Fish,23.76,221.91,5272.58,567.2,,5839.78,1281.1,V03,False,Spot_Market,C
CR-20210120-MH_G-COFF,2021-01-20,MH_G,Coffee,Coffee Beans,3.98,377.62,1502.93,255.34,155.5,1913.77,326.18,V02,False,Contract,B
CR-20210120-MH_G-EGG,2021-01-20,MH_G,Egg Bhurji,Egg,24.64,11.75,289.52,249.62,,539.14,117.41,V03,False,Contract,A
CR-20210120-MH_G-BISI,2021-01-20,MH_G,Bisi Bele Bath,Lentil,17.57,101.14,1777.03,564.99,,2342.02,754.23,V01,False,Contract,C
CR-20210120-MH_G-BREA,2021-01-20,MH_G,Bread-Omelette,Egg,34.11,10.47,357.13,645.46,112.2,1114.79,145.53,V10,False,Contract,B
CR-20210121-MH_A-MUTT,2021-01-21,MH_A,Mutton Curry,Mutton,15.01,459.32,6894.39,283.55,257.4,7435.34,1566.53,V09,False,Spot_Market,A
CR-20210121-MH_A-KHEE,2021-01-21,MH_A,Kheer,Milk,33.49,69.76,2336.26,,297.71,2633.97,484.07,V09,False,Spot_Market,B
CR-20210121-MH_B-POHA,"January 21, 2021",MH_B,Poha,Flattened Rice,12.31,73.9,909.71,585.47,201.68,1696.86,184.32,V08,False,Direct_Farm,B
CR-20210121-MH_B-JAIN,21/01/2021,MH_B,Jain Sabzi,Mixed Vegetables,28.61,58.02,1659.95,550.85,51.16,2261.96,518.57,V07,False,Contract,A
CR-20210121-MH_G-UPMA,21/01/2021,MH_G,Upma,Semolina,45.79,51.65,2365.05,511.75,91.17,2967.97,516.02,V07,False,Contract,B
CR-20210121-MH_G-PALA,21/01/2021,MH_G,Palak Paneer,Paneer,36.6,266.83,9765.98,664.77,122.16,10552.91,1662.64,V07,False,Contract,A
CR-20210122-MH_A-EGG,22/01/2021,MH_A,Egg Bhurji,Egg,58.82,8.6,505.85,741.32,,1247.17,391.0,V02,False,Contract,A
CR-20210122-MH_A-BISI,"January 22, 2021",MH_A,Bisi Bele Bath,Lentil,34.28,115.93,3974.08,671.94,237.9,4883.92,967.67,V01,False,Contract,A
CR-20210122-MH_A-CHIC,2021-01-22,MH_A,Chicken Soup,Chicken,17.91,234.19,4194.34,510.98,,4705.32,658.43,V10,False,Contract,A
CR-20210122-MH_A-BREA,2021-01-22,MH_A,Bread-Butter,Bread,44.47,92.27,4103.25,784.73,274.69,5162.67,954.79,V06,False,Contract,A
CR-20210122-MH_A-PURI,2021-01-22,MH_A,Puri-Sabzi,Wheat,14.61,44.21,645.91,,290.85,936.76,294.02,V08,False,Spot_Market,
CR-20210122-MH_A-HALW,2021-01-22,MH_A,Halwa,Semolina,68.62,54.04,3708.22,469.24,75.55,4253.01,1072.81,V04,False,Contract,A
CR-20210122-MH_A-ALOO,2021-01-22,MH_A,Aloo Gobi,Potato,71.07,38.54,2739.04,667.05,125.07,3531.16,604.02,V10,False,Contract,A
CR-20210122-MH_B-IDLI,2021-01-22,MH_B,Idli-Sambar,Rice,24.27,78.18,1897.43,793.22,187.35,2878.0,848.93,V07,False,Spot_Market,C
CR-20210122-MH_B-FRUI,"January 22, 2021",MH_B,Fruit Plate,Fruits,30.99,108.59,3365.2,224.57,140.15,3729.92,828.54,V03,False,Spot_Market,C
CR-20210122-MH_B-ALOO,2021-01-22,MH_B,Aloo Paratha,Potato,19.07,18.91,360.61,364.96,,725.57,97.98,V11,False,Direct_Farm,B
CR-20210122-MH_B-COFF,2021-01-22,MH_B,Coffee,Coffee Beans,1.89,513.92,971.31,,209.34,1180.65,341.13,V07,False,Contract,
CR-20210122-MH_B-EGG,2021-01-22,MH_B,Egg Curry,Egg,72.82,11.98,872.38,,168.25,1040.63,306.35,V02,False,Spot_Market,
CR-20210122-MH_B-CHIC,"January 22, 2021",MH_B,Chicken Biryani,Chicken,26.85,194.47,5221.52,211.18,213.28,5645.98,1146.76,V10,False,Spot_Market,
CR-20210122-MH_B-BISI,22/01/2021,MH_B,Bisi Bele Bath,Lentil,18.82,89.17,1678.18,517.63,91.18,2286.99,539.26,V04,False,Contract,
CR-20210122-MH_G-ALOO,22/01/2021,MH_G,Aloo Gobi,Potato,62.5,25.42,1588.75,704.26,209.08,2502.09,706.22,V06,False,Direct_Farm,B
CR-20210122-MH_G-BREA,2021-01-22,MH_G,Bread-Omelette,Egg,38.75,10.77,417.34,290.07,179.2,886.61,104.92,V08,False,Spot_Market,A
CR-20210122-MH_G-EGG,2021-01-22,MH_G,Egg Curry,Egg,21.49,10.77,231.45,309.41,209.46,750.32,176.66,V12,False,Contract,B
CR-20210122-MH_G-VEGE,22/01/2021,MH_G,Vegetable Soup,Mixed Vegetables,9.79,60.27,590.04,333.34,216.01,1139.39,301.58,V12,False,Spot_Market,A
CR-20210122-MH_G-PRAW,2021-01-22,MH_G,Prawn Masala,Prawn,24.76,371.11,9188.68,,228.05,9416.73,1801.98,V04,False,Contract,
CR-20210122-MH_G-EGG,2021-01-22,MH_G,Egg Bhurji,Egg,39.81,11.26,448.26,696.54,75.84,1220.64,271.78,V09,False,Contract,
CR-20210122-MH_G-HALW,2021-01-22,MH_G,Halwa,Semolina,17.36,61.94,1075.28,380.74,190.65,1646.67,360.52,V02,False,Contract,B
CR-20210123-MH_A-BOIL,2021-01-23,MH_A,Boiled Eggs,Egg,7.78,11.58,90.09,322.25,161.45,573.79,87.42,V07,False,Spot_Market,A
CR-20210123-MH_A-FRUI,2021-01-23,MH_A,Fruit Plate,Fruits,62.98,137.4,8653.45,638.6,101.3,9393.35,2258.51,V11,False,Spot_Market,C
CR-20210123-MH_A-GULA,23/01/2021,MH_A,Gulab Jamun,Milk,18.67,52.79,985.59,302.62,,1288.21,228.61,V03,False,Spot_Market,C
CR-20210123-MH_A-BAIN,2021-01-23,MH_A,Baingan Bharta,Brinjal,77.53,20.36,1578.51,436.0,260.77,2275.28,365.02,V05,False,Spot_Market,
CR-20210123-MH_A-HALW,2021-01-23,MH_A,Halwa,Semolina,68.75,51.69,3553.69,504.0,,4057.69,475.16,V03,False,Contract,
CR-20210123-MH_B-BOIL,23/01/2021,MH_B,Boiled Eggs,Egg,67.71,9.55,646.63,738.27,240.04,1624.94,491.45,V06,False,Spot_Market,B
CR-20210123-MH_B-RAJM,2021-01-23,MH_B,Rajma Rice,Rajma,55.23,136.09,7516.25,239.35,52.79,7808.39,2057.75,V02,False,Spot_Market,A
CR-20210123-MH_B-CORN,2021-01-23,MH_B,Cornflakes,Maize,-3.8563828496766015,58.41,3739.41,405.65,,4145.06,1297.65,V04,False,Contract,B
CR-20210123-MH_B-BAIN,2021-01-23,MH_B,Baingan Bharta,Brinjal,52.74,45.89,2420.24,456.51,217.34,3094.09,968.27,V04,False,Spot_Market,B
CR-20210123-MH_B-JAIN,2021-01-23,MH_B,Jain Sabzi,Mixed Vegetables,43.66,37.65,1643.8,651.66,274.56,2570.02,351.57,V11,False,Spot_Market,B
CR-20210123-MH_G-HALW,"January 23, 2021",MH_G,Halwa,Semolina,54.36,47.02,2556.01,,137.56,2693.57,665.63,V03,False,Contract,B
CR-20210123-MH_G-BREA,2021-01-23,MH_G,Bread-Butter,Bread,68.78,94.16,6476.32,704.92,,7181.24,935.05,V02,False,Contract,B
CR-20210123-MH_G-ALOO,23/01/2021,MH_G,Aloo Gobi,Potato,58.36,28.14,1642.25,423.81,239.3,2305.36,277.55,V04,False,Contract,A
CR-20210123-MH_G-EGG,2021-01-23,MH_G,Egg Bhurji,Egg,73.81,10.98,810.43,377.03,,1187.46,136.42,V07,False,Spot_Market,C
CR-20210123-MH_G-COFF,2021-01-23,MH_G,Coffee,Coffee Beans,2.18,379.72,827.79,239.12,140.66,1207.57,252.54,V02,False,Contract,
CR-20210124-MH_A-BISI,2021-01-24,MH_A,Bisi Bele Bath,Lentil,63.82,95.37,6086.51,,,6086.51,1787.12,V08,False,Spot_Market,B
CR-20210124-MH_A-DOSA,2021-01-24,MH_A,Dosa,Rice,63.74,76.93,4903.52,275.24,128.49,5307.25,1490.66,V11,False,Spot_Market,A
CR-20210124-MH_A-MIXE,2021-01-24,MH_A,Mixed Veg,Mixed Vegetables,44.46,38.52,1712.6,352.97,180.69,2246.26,412.74,V03,False,Direct_Farm,
CR-20210124-MH_A-RAJM,2021-01-24,MH_A,Rajma Rice,Rajma,18.06,144.67,2612.74,740.96,212.0,3565.7,821.02,V01,False,Spot_Market,A
CR-20210124-MH_A-UPMA,2021-01-24,MH_A,Upma,Semolina,64.08,66.88,4285.67,,,4285.67,1233.93,V10,False,Direct_Farm,A
CR-20210124-MH_B-SAMB,2021-01-24,MH_B,Sambar Rice,Lentil,49.77,81.94,4078.15,433.35,233.72,4745.22,1225.52,V06,False,Direct_Farm,C
CR-20210124-MH_B-PANE,2021-01-24,MH_B,Paneer Curry,Paneer,46.69,368.99,17228.14,225.83,164.69,17618.66,5260.67,V04,False,Spot_Market,B
CR-20210124-MH_B-EGG,24/01/2021,MH_B,Egg Curry,Egg,68.58,8.97,615.16,288.33,154.22,1057.71,348.45,V12,False,Contract,A
CR-20210124-MH_B-DOSA,2021-01-24,MH_B,Dosa,Rice,25.26,85.84,2168.32,396.87,267.58,2832.77,650.25,V09,False,Contract,A
CR-20210124-MH_B-PRAW,2021-01-24,MH_B,Prawn Masala,Prawn,9.14,499.08,4561.59,381.68,85.24,2280.795,1436.42,V04,False,Direct_Farm,A
CR-20210124-MH_G-FISH,2021-01-24,MH_G,Fish Fry,Fish,8.92,364.05,3247.33,428.67,174.93,3850.93,1188.32,V12,False,Direct_Farm,
CR-20210124-MH_G-DOSA,2021-01-24,MH_G,Dosa,Rice,35.75,83.28,2977.26,348.47,84.78,3410.51,472.68,V02,False,Contract,B
CR-20210124-MH_G-ALOO,2021-01-24,MH_G,Aloo Paratha,Potato,57.1,23.56,1345.28,650.11,,1995.39,641.56,V11,False,Spot_Market,B
CR-20210124-MH_G-BOIL,2021-01-24,MH_G,Boiled Eggs,Egg,71.67,7.86,563.33,593.58,,1156.91,288.17,V10,False,Contract,B
CR-20210124-MH_G-ROTI,24/01/2021,MH_G,Roti-Sabzi,Wheat,30.72,45.63,1401.75,414.66,284.34,2100.75,726.02,V11,False,Contract,A
CR-20210125-MH_A-BAIN,2021-01-25,MH_A,Baingan Bharta,Brinjal,29.11,35.36,1029.33,,115.08,1144.41,352.82,V04,False,Contract,B
CR-20210125-MH_A-ALOO,2021-01-25,MH_A,Aloo Dum,Potato,75.72,44.79,,254.43,,3645.93,1240.46,V01,False,Direct_Farm,A
CR-20210125-MH_A-DAL,"January 25, 2021",MH_A,Dal Fry,Dal,34.75,90.05,3129.24,352.16,,3481.4,436.01,V05,False,Spot_Market,A
CR-20210125-MH_A-CHIC,2021-01-25,MH_A,Chicken Biryani,Chicken,22.54,186.57,4205.29,711.37,,4916.66,514.72,V06,False,Contract,A
CR-20210125-MH_A-FISH,2021-01-25,MH_A,Fish Fry,Fish,28.91,280.44,8107.52,313.47,283.08,8704.07,1724.87,V01,False,Spot_Market,A
CR-20210125-MH_B-MIXE,2021-01-25,MH_B,Mixed Veg,Mixed Vegetables,12.42,42.47,527.48,431.24,,958.72,154.4,V07,False,Spot_Market,C
CR-20210125-MH_B-DAL,2021-01-25,MH_B,Dal Tadka,Dal,32.54,127.09,4135.51,769.28,228.95,5133.74,1094.04,V03,False,Contract,B
CR-20210125-MH_B-PRAW,2021-01-25,MH_B,Prawn Masala,Prawn,9.76,457.75,4467.64,204.58,,4672.22,1441.76,V04,False,Contract,A
CR-20210125-MH_B-ALOO,"January 25, 2021",MH_B,Aloo Dum,Potato,43.95,17.25,758.14,,166.61,924.75,224.14,V04,False,Direct_Farm,B
CR-20210125-MH_B-MUTT,"January 25, 2021",MH_B,Mutton Curry,Mutton,14.9,494.87,7373.56,,249.01,7622.57,1704.67,V02,False,Contract,C
CR-20210125-MH_G-FISH,"January 25, 2021",MH_G,Fish Fry,Fish,12.53,0.0,3862.25,,225.21,4087.46,1066.46,V11,False,Spot_Market,A
CR-20210125-MH_G-EGG,2021-01-25,MH_G,Egg Bhurji,Egg,76.7,8.51,652.72,742.6,98.41,1493.73,508.71,V08,False,Contract,C
CR-20210125-MH_G-UPMA,25/01/2021,MH_G,Upma,Semolina,31.29,63.14,1975.65,420.23,,2395.88,356.06,V03,False,Spot_Market,
CR-20210125-MH_G-JAIN,2021-01-25,MH_G,Jain Dal,Dal,33.62,101.13,3399.99,595.04,73.71,4068.74,1265.92,V04,False,Spot_Market,
CR-20210125-MH_G-RAJM,"January 25, 2021",MH_G,Rajma Rice,Rajma,63.86,137.99,8812.04,691.87,139.06,9642.97,3315.31,V08,False,Contract,B
CR-20210126-MH_A-KHEE,"January 26, 2021",MH_A,Kheer,Milk,15.39,58.66,902.78,489.29,234.19,1626.26,529.55,V03,False,Spot_Market,A
CR-20210126-MH_A-RAJM,2021-01-26,MH_A,Rajma Rice,Rajma,68.58,157.21,10781.46,454.12,70.54,11306.12,1461.11,V10,False,Spot_Market,
CR-20210126-MH_B-FISH,2021-01-26,MH_B,Fish Fry,Fish,8.27,334.51,2766.4,,290.22,3056.62,632.47,V10,False,Contract,
CR-20210126-MH_B-RAVA,2021-01-26,MH_B,Rava Idli,Semolina,56.38,58.6,3303.87,791.65,246.07,4341.59,723.51,V11,False,Spot_Market,
CR-20210126-MH_G-JAIN,2021-01-26,MH_G,Jain Sabzi,Mixed Vegetables,31.79,67.72,2152.82,638.67,175.76,2967.25,857.01,V11,False,Contract,A
CR-20210126-MH_G-KEEM,2021-01-26,MH_G,Keema Matar,Mutton,17.42,535.99,9336.95,322.95,,9659.9,2816.56,V12,False,Contract,B
CR-20210127-MH_A-UPMA,2021-01-27,MH_A,Upma,Semolina,56.7,59.89,,297.77,252.95,3946.48,464.21,V11,False,Spot_Market,
CR-20210127-MH_A-VEGE,"January 27, 2021",MH_A,Vegetable Soup,Mixed Vegetables,49.92,51.45,2568.38,432.44,203.13,3203.95,1114.5,V08,False,Spot_Market,A
CR-20210127-MH_B-DAL,2021-01-27,MH_B,Dal Fry,Dal,60.53,124.29,7523.27,734.32,142.81,8400.4,1454.22,V04,False,Contract,A
CR-20210127-MH_B-SAMO,2021-01-27,MH_B,Samosa,Potato,37.6,35.68,1341.57,336.56,,1678.13,548.21,V12,False,Contract,C
CR-20210127-MH_G-BHEL,27/01/2021,MH_G,Bhel Puri,Puffed Rice,31.06,62.42,1938.77,,58.31,1997.08,394.43,V12,False,Spot_Market,A
CR-20210127-MH_G-BISI,27/01/2021,MH_G,Bisi Bele Bath,Lentil,31.14,0.0,2739.07,577.55,,3316.62,904.88,V02,False,Contract,
CR-20210128-MH_A-CHIC,2021-01-28,MH_A,Chicken Masala,Chicken,26.3,279.87,7360.58,745.9,72.18,8178.66,1219.96,V04,False,Contract,
CR-20210128-MH_A-IDLI,2021-01-28,MH_A,Idli-Sambar,Rice,80.0,72.44,5795.2,,189.85,5985.05,1691.64,V12,False,Contract,B
CR-20210128-MH_B-SAMO,28/01/2021,MH_B,Samosa,Potato,40.74,23.31,949.65,452.68,201.63,1603.96,388.19,V03,False,Spot_Market,
CR-20210128-MH_B-KEEM,2021-01-28,MH_B,Keema Matar,Mutton,20.52,506.24,10388.04,774.34,275.13,11437.51,3399.35,V03,False,Contract,
CR-20210128-MH_G-DOSA,2021-01-28,MH_G,Dosa,Rice,37.71,99.84,3764.97,731.04,200.17,4696.18,784.99,V01,False,Contract,A
CR-20210128-MH_G-CHIC,2021-01-28,MH_G,Chicken Biryani,Chicken,15.79,215.05,3395.64,428.02,,3823.66,831.57,V05,False,Contract,A
CR-20210129-MH_A-MUTT,"January 29, 2021",MH_A,Mutton Curry,Mutton,-3.1968081713494017,502.93,10697.32,369.33,,11066.65,3326.08,V05,False,Contract,A
CR-20210129-MH_A-RAJM,2021-01-29,MH_A,Rajma Rice,Rajma,56.01,103.11,5775.19,,,5775.19,832.72,V07,False,Contract,A
CR-20210129-MH_A-ROTI,"January 29, 2021",MH_A,Roti-Sabzi,Wheat,9.57,46.85,448.35,433.53,89.67,971.55,148.7,V10,False,Direct_Farm,B
CR-20210129-MH_B-UPMA,"January 29, 2021",MH_B,Upma,Semolina,46.67,60.99,2846.4,315.77,214.7,3376.87,430.17,V03,False,Spot_Market,A
CR-20210129-MH_B-IDLI,"January 29, 2021",MH_B,Idli-Sambar,Rice,50.0,67.57,3378.5,666.93,110.58,4156.01,955.91,V11,False,Spot_Market,A
CR-20210129-MH_B-ALOO,2021-01-29,MH_B,Aloo Gobi,Potato,12.67,16.35,207.15,688.19,,895.34,285.35,V08,False,Contract,
CR-20210129-MH_G-HALW,2021-01-29,MH_G,Halwa,Semolina,80.0,61.16,4892.8,314.41,147.92,5355.13,853.12,V02,False,Contract,B
CR-20210129-MH_G-ALOO,2021-01-29,MH_G,Aloo Gobi,Potato,46.34,41.57,1926.35,,170.26,2096.61,431.46,V02,False,Spot_Market,C
CR-20210129-MH_G-KHIC,2021-01-29,MH_G,Khichdi,Rice,34.25,73.78,2526.97,220.35,277.5,3024.82,312.46,V09,False,Spot_Market,A
CR-20210130-MH_A-SAMO,2021-01-30,MH_A,Samosa,Potato,42.86,28.54,1223.22,531.31,192.61,1947.14,364.09,V02,False,Contract,C
CR-20210130-MH_A-ALOO,"January 30, 2021",MH_A,Aloo Paratha,Potato,77.09,34.67,2672.71,277.52,235.08,3185.31,917.37,V09,False,Spot_Market,B
CR-20210130-MH_A-HALW,"January 30, 2021",MH_A,Halwa,Semolina,18.6,56.14,1044.2,471.01,73.08,1588.29,388.81,V06,False,Direct_Farm,C
CR-20210130-MH_B-DOSA,2021-01-30,MH_B,Dosa,Rice,26.62,91.28,2429.87,447.8,,2877.67,585.72,V03,False,Contract,C
CR-20210130-MH_B-PURI,2021-01-30,MH_B,Puri-Sabzi,Wheat,55.9,55.57,3106.36,400.58,249.41,3756.35,1259.13,V08,False,Contract,A
CR-20210130-MH_B-KADH,"January 30, 2021",MH_B,Kadhi Pakoda,Yogurt,57.4,64.93,3726.98,423.73,,4150.71,726.27,V11,False,Contract,C
CR-20210130-MH_G-FISH,2021-01-30,MH_G,Fish Fry,Fish,7.98,287.65,2295.45,,263.25,2558.7,864.94,V02,False,Contract,
