Attendance_ID,Date,Mess_Hall_ID,Meal_Type,Total_Registered_Students,Present_For_Meal,Attendance_Percentage,Male_Count,Female_Count,Absentee_Count,Veg_Counter_Count,Non_Veg_Counter_Count,Egg_Counter_Count,Veg_Non_Veg_Ratio,Advance_Menu_Announced,Biometric_Verified,Special_Event_Day,Data_Collection_Method
ATT-20210118-MH_B-LUN,2021-01-18,MH_B,Lunch,450,207,46.0,207.0,,243,,,,,True,True,False,Token_System
ATT-20210118-MH_B-SNA,18/01/2021,MH_B,Snacks,450,53,11.78,53.0,,397,,,,,True,True,False,Biometric
ATT-20210118-MH_B-DIN,2021-01-18,MH_B,Dinner,450,133,29.56,133.0,,317,,,,,False,True,False,Token_System
ATT-20210118-MH_G-BRE,"January 18, 2021",MH_G,Breakfast,300,315,105.0,,86.0,214,,,,,True,True,False,Manual_Count
ATT-20210118-MH_G-LUN,"January 18, 2021",MH_G,Lunch,300,116,38.67,,116.0,184,,,,,True,False,False,Biometric
ATT-20210118-MH_G-SNA,"January 18, 2021",MH_G,Snacks,300,48,16.0,,48.0,252,,,,,True,True,False,Biometric
ATT-20210118-MH_G-DIN,18/01/2021,MH_G,Dinner,300,93,31.0,,93.0,207,,,,,False,True,False,Biometric
ATT-20210119-MH_A-BRE,2021-01-19,MH_A,Breakfast,450,112,24.89,112.0,,338,,,,,False,True,False,Biometric
ATT-20210119-MH_A-LUN,2021-01-19,MH_A,Lunch,450,204,45.33,204.0,,246,,,,,True,True,False,Biometric
ATT-20210119-MH_A-SNA,2021-01-19,MH_A,Snacks,450,59,13.11,59.0,,391,,,,,False,True,False,Token_System
ATT-20210119-MH_A-DIN,19/01/2021,MH_A,Dinner,450,145,32.22,145.0,,305,,,,,False,True,False,Biometric
ATT-20210119-MH_B-BRE,2021-01-19,MH_B,Breakfast,450,147,32.67,147.0,,303,,,,,True,True,False,Biometric
ATT-20210119-MH_B-LUN,2021-01-19,MH_B,Lunch,450,185,41.11,185.0,,265,,,,,True,True,False,Biometric
ATT-20210119-MH_B-SNA,2021-01-19,MH_B,Snacks,450,66,14.67,66.0,,384,,,,,True,False,False,Biometric
ATT-20210119-MH_B-DIN,2021-01-19,MH_B,Dinner,450,167,37.11,167.0,,283,,,,,True,True,False,Biometric
ATT-20210119-MH_G-BRE,2021-01-19,MH_G,Breakfast,300,83,27.67,,83.0,217,,,,,False,True,False,Biometric
ATT-20210119-MH_G-LUN,2021-01-19,MH_G,Lunch,300,94,31.33,,94.0,206,,,,,False,True,False,Biometric
ATT-20210119-MH_G-SNA,2021-01-19,MH_G,Snacks,300,56,18.67,,56.0,244,,,,,False,False,False,Biometric
ATT-20210119-MH_G-DIN,"January 19, 2021",MH_G,Dinner,300,107,35.67,,107.0,193,,,,,False,True,False,Biometric
ATT-20210120-MH_A-BRE,"January 20, 2021",MH_A,Breakfast,450,69,15.33,69.0,,381,,,,,False,True,False,Biometric
ATT-20210120-MH_A-LUN,20/01/2021,MH_A,Lunch,450,136,30.22,136.0,,314,,,,,True,True,False,Manual_Count
ATT-20210120-MH_A-SNA,20/01/2021,MH_A,Snacks,450,41,9.11,41.0,,409,,,,,True,True,False,Manual_Count
ATT-20210120-MH_A-DIN,"January 20, 2021",MH_A,Dinner,450,143,31.78,143.0,,307,,,,,False,True,False,Biometric
ATT-20210120-MH_B-BRE,20/01/2021,MH_B,Breakfast,450,135,30.0,135.0,,315,,,,,False,False,False,Biometric
ATT-20210120-MH_B-LUN,20/01/2021,MH_B,Lunch,450,166,36.89,166.0,,284,,,,,True,True,False,Manual_Count
ATT-20210120-MH_B-SNA,20/01/2021,MH_B,Snacks,450,80,17.78,80.0,,370,,,,,True,True,False,Manual_Count
ATT-20210120-MH_B-DIN,"January 20, 2021",MH_B,Dinner,450,134,29.78,134.0,,316,,,,,True,True,False,Biometric
ATT-20210120-MH_G-BRE,20/01/2021,MH_G,Breakfast,300,64,21.33,,64.0,236,,,,,False,True,False,Biometric
ATT-20210120-MH_G-LUN,20/01/2021,MH_G,Lunch,300,113,37.67,,113.0,187,,,,,True,True,False,Biometric
ATT-20210120-MH_G-SNA,20/01/2021,MH_G,Snacks,300,38,12.67,,38.0,262,,,,,True,True,False,Biometric
ATT-20210120-MH_G-DIN,2021-01-20,MH_G,Dinner,300,85,28.33,,85.0,215,,,,,True,True,False,Biometric
ATT-20210121-MH_A-BRE,21/01/2021,MH_A,Breakfast,450,128,28.44,128.0,,322,,,,,False,True,False,Manual_Count
ATT-20210121-MH_A-LUN,21/01/2021,MH_A,LUNCH,450,160,35.56,160.0,,290,,,,,True,True,False,Biometric
ATT-20210121-MH_A-SNA,21/01/2021,MH_A,Snacks,450,71,15.78,71.0,,379,,,,,False,True,False,Token_System
ATT-20210121-MH_A-DIN,21/01/2021,MH_A,Dinner,450,149,33.11,149.0,,301,,,,,True,True,False,Biometric
ATT-20210121-MH_B-BRE,2021-01-21,MH_B,Breakfast,450,101,22.44,101.0,,349,,,,,False,False,False,Biometric
ATT-20210121-MH_B-LUN,"January 21, 2021",MH_B,Lunch,450,143,31.78,143.0,,307,,,,,True,True,False,Biometric
ATT-20210121-MH_B-SNA,21/01/2021,MH_B,Snacks,450,101,22.44,101.0,,349,,,,,True,True,False,Biometric
ATT-20210121-MH_B-DIN,21/01/2021,MH_B,Dinner,450,120,26.67,120.0,,330,,,,,False,True,False,Biometric
ATT-20210121-MH_G-BRE,"January 21, 2021",MH_G,Breakfast,300,71,23.67,,71.0,229,,,,,True,True,False,Biometric
ATT-20210121-MH_G-LUN,2021-01-21,MH_G,Lunch,300,145,48.33,,145.0,155,,,,,True,False,False,Token_System
ATT-20210121-MH_G-SNA,2021-01-21,MH_G,Snacks,300,57,19.0,,57.0,243,,,,,True,True,False,Biometric
ATT-20210121-MH_G-DIN,"January 21, 2021",MH_G,Dinner,300,101,33.67,,101.0,199,,,,,True,True,False,Biometric
ATT-20210122-MH_A-BRE,"January 22, 2021",MH_A,Breakfast,450,105,23.33,105.0,,345,,,,,True,True,False,Token_System
ATT-20210122-MH_A-LUN,2021-01-22,MH_A,Lunch,450,156,34.67,156.0,,294,,,,,True,True,False,Manual_Count
ATT-20210122-MH_A-SNA,2021-01-22,MH_A,Snacks,450,69,15.33,69.0,,381,,,,,True,True,False,Biometric
ATT-20210122-MH_A-DIN,22/01/2021,MH_A,Dinner,450,165,36.67,165.0,,285,,,,,False,True,False,Biometric
ATT-20210122-MH_B-BRE,2021-01-22,MH_B,Breakfast,450,128,28.44,128.0,,322,,,,,True,True,False,Biometric
ATT-20210122-MH_B-LUN,"January 22, 2021",MH_B,Lunch,450,146,32.44,146.0,,304,,,,,True,True,False,Biometric
ATT-20210122-MH_B-SNA,2021-01-22,MH_B,Snacks,450,67,14.89,67.0,,383,,,,,True,False,False,Biometric
ATT-20210122-MH_B-DIN,"January 22, 2021",MH_B,Dinner,450,135,30.0,135.0,,315,,,,,True,True,False,Manual_Count
ATT-20210122-MH_G-BRE,"January 22, 2021",MH_G,Breakfast,300,90,,,90.0,210,,,,,True,True,False,Biometric
ATT-20210122-MH_G-LUN,2021-01-22,MH_G,Lunch,300,133,44.33,,133.0,167,,,,,True,True,False,Biometric
ATT-20210122-MH_G-SNA,2021-01-22,MH_G,Snacks,300,51,17.0,,51.0,249,,,,,False,True,False,Biometric
ATT-20210122-MH_G-DIN,22/01/2021,MH_G,Dinner,300,84,28.0,,84.0,216,,,,,True,True,False,Biometric
ATT-20210123-MH_A-BRE,2021-01-23,MH_A,Breakfast,450,41,9.11,41.0,,409,,,,,True,True,False,Manual_Count
ATT-20210123-MH_A-LUN,23/01/2021,MH_A,Lunch,450,126,28.0,126.0,,324,,,,,False,True,False,Token_System
ATT-20210123-MH_A-SNA,23/01/2021,MH_A,Snacks,450,26,5.78,26.0,,424,,,,,False,True,False,Biometric
ATT-20210123-MH_A-DIN,2021-01-23,MH_A,Dinner,450,84,18.67,84.0,,366,,,,,False,True,False,Manual_Count
ATT-20210123-MH_B-BRE,2021-01-23,MH_B,Breakfast,450,104,23.11,104.0,,346,,,,,False,True,False,Biometric
ATT-20210123-MH_B-LUN,"January 23, 2021",MH_B,Lunch,450,145,32.22,145.0,,305,,,,,False,True,False,Manual_Count
ATT-20210123-MH_B-SNA,"January 23, 2021",MH_B,Snacks,450,60,13.33,60.0,,390,,,,,True,True,False,Manual_Count
ATT-20210123-MH_B-DIN,2021-01-23,MH_B,Dinner,450,133,29.56,133.0,,317,,,,,True,True,False,Manual_Count
ATT-20210123-MH_G-BRE,2021-01-23,MH_G,Breakfast,300,82,27.33,,82.0,218,,,,,False,True,False,Manual_Count
ATT-20210123-MH_G-LUN,2021-01-23,MH_G,Lunch,300,103,34.33,,103.0,197,,,,,True,True,False,Token_System
ATT-20210123-MH_G-SNA,2021-01-23,MH_G,Snacks,300,15,5.0,,15.0,285,,,,,True,True,False,Biometric
ATT-20210123-MH_G-DIN,2021-01-23,MH_G,Dinner,300,62,20.67,,62.0,238,,,,,True,True,False,Biometric
ATT-20210124-MH_A-BRE,"January 24, 2021",MH_A,Breakfast,450,81,18.0,81.0,,369,,,,,True,True,False,Manual_Count
ATT-20210124-MH_A-LUN,2021-01-24,MH_A,Lunch,450,140,31.11,140.0,,310,,,,,True,True,False,Biometric
ATT-20210124-MH_A-SNA,24/01/2021,MH_A,Snacks,450,66,14.67,66.0,,384,,,,,True,False,False,Manual_Count
ATT-20210124-MH_A-DIN,2021-01-24,MH_A,Dinner,450,134,29.78,134.0,,316,,,,,False,True,False,Token_System
ATT-20210124-MH_B-BRE,24/01/2021,MH_B,Breakfast,450,461,102.44444444444444,115.0,,335,,,,,True,True,False,Biometric
ATT-20210124-MH_B-LUN,2021-01-24,MH_B,Lunch,450,196,43.56,196.0,,254,,,,,False,True,False,Token_System
ATT-20210124-MH_B-SNA,24/01/2021,MH_B,Snacks,450,76,16.89,76.0,,374,,,,,True,False,False,Biometric
ATT-20210124-MH_B-DIN,"January 24, 2021",MH_B,Dinner,450,128,28.44,128.0,,322,,,,,False,False,False,Manual_Count
ATT-20210124-MH_G-BRE,"January 24, 2021",MH_G,Breakfast,300,48,16.0,,48.0,252,,,,,False,True,False,Manual_Count
ATT-20210124-MH_G-LUN,24/01/2021,MH_G,Lunch,300,100,33.33,,100.0,200,,,,,True,True,False,Token_System
ATT-20210124-MH_G-SNA,2021-01-24,MH_G,Snacks,300,61,20.33,,61.0,239,,,,,False,True,False,Token_System
ATT-20210124-MH_G-DIN,"January 24, 2021",MH_G,Dinner,300,106,35.33,,106.0,194,,,,,True,True,False,Biometric
ATT-20210125-MH_A-BRE,25/01/2021,MH_A,Breakfast,450,67,14.89,67.0,,383,,,,,False,True,True,Biometric
ATT-20210125-MH_A-LUN,2021-01-25,MH_A,Lunch,450,138,30.67,138.0,,312,,,,,False,True,False,Manual_Count
ATT-20210125-MH_A-SNA,25/01/2021,MH_A,Snacks,450,63,14.0,63.0,,387,,,,,False,True,True,Manual_Count
ATT-20210125-MH_A-DIN,25/01/2021,MH_A,Dinner,450,93,20.67,93.0,,357,,,,,True,True,True,Biometric
ATT-20210125-MH_B-BRE,2021-01-25,MH_B,Breakfast,450,98,21.78,98.0,,352,,,,,False,True,False,Manual_Count
ATT-20210125-MH_B-LUN,25/01/2021,MH_B,Lunch,450,179,39.78,179.0,,271,,,,,True,True,True,Manual_Count
ATT-20210125-MH_B-SNA,25/01/2021,MH_B,Snacks,450,74,16.44,74.0,,376,,,,,True,True,False,Biometric
ATT-20210125-MH_B-DIN,2021-01-25,MH_B,Dinner,450,110,24.44,110.0,,340,,,,,False,False,False,Token_System
ATT-20210125-MH_G-BRE,"January 25, 2021",MH_G,Breakfast,300,56,18.67,,56.0,244,,,,,True,True,False,Token_System
ATT-20210125-MH_G-LUN,25/01/2021,MH_G,Lunch,300,92,30.67,,92.0,208,,,,,False,True,True,Manual_Count
ATT-20210125-MH_G-SNA,2021-01-25,MH_G,Snacks,300,56,18.67,,56.0,244,,,,,True,False,False,Token_System
ATT-20210125-MH_G-DIN,2021-01-25,MH_G,Dinner,300,89,29.67,,89.0,211,,,,,False,False,False,Biometric
ATT-20210126-MH_A-BRE,2021-01-26,MH_A,Breakfast,450,28,6.22,28.0,,422,,,,,True,True,False,Biometric
ATT-20210126-MH_A-LUN,2021-01-26,MH_A,Lunch,450,134,29.78,134.0,,316,,,,,True,False,True,Biometric
ATT-20210126-MH_A-SNA,2021-01-26,MH_A,Snacks,450,44,9.78,44.0,,406,,,,,False,True,False,Manual_Count
ATT-20210126-MH_A-DIN,"January 26, 2021",MH_A,Dinner,450,134,29.78,134.0,,316,,,,,True,True,False,Biometric
ATT-20210126-MH_B-BRE,2021-01-26,MH_B,Breakfast,450,32,7.11,32.0,,418,,,,,True,True,False,Manual_Count
ATT-20210126-MH_B-LUN,"January 26, 2021",MH_B,Lunch,450,85,18.89,85.0,,365,,,,,False,True,False,Biometric
ATT-20210126-MH_B-SNA,2021-01-26,MH_B,Snacks,450,37,8.22,37.0,,413,,,,,True,False,False,Biometric
ATT-20210126-MH_B-DIN,26/01/2021,MH_B,Dinner,450,142,31.56,142.0,,308,,,,,False,True,False,Biometric
ATT-20210126-MH_G-BRE,26/01/2021,MH_G,Breakfast,300,15,5.0,,15.0,285,,,,,True,False,False,Biometric
ATT-20210126-MH_G-LUN,"January 26, 2021",MH_G,Lunch,300,103,34.33,,103.0,197,,,,,True,True,False,Biometric
ATT-20210126-MH_G-SNA,"January 26, 2021",MH_G,Snacks,300,55,18.33,,55.0,245,,,,,True,True,True,Biometric
ATT-20210126-MH_G-DIN,26/01/2021,MH_G,Dinner,300,100,33.33,,100.0,200,,,,,False,True,False,Biometric
ATT-20210127-MH_A-BRE,2021-01-27,MH_A,Breakfast,450,81,18.0,81.0,,369,,,,,True,True,True,Biometric
ATT-20210127-MH_A-LUN,2021-01-27,MH_A,Lunch,450,93,20.67,93.0,,357,,,,,True,True,True,Biometric
ATT-20210127-MH_A-SNA,"January 27, 2021",MH_A,Snacks,450,72,16.0,72.0,,378,,,,,False,False,False,Token_System
ATT-20210127-MH_A-DIN,27/01/2021,MH_A,Dinner,450,109,24.22,109.0,,341,,,,,True,True,False,Biometric
ATT-20210127-MH_B-BRE,"January 27, 2021",MH_B,Breakfast,450,70,15.56,70.0,,380,,,,,True,True,False,Biometric
ATT-20210127-MH_B-LUN,27/01/2021,MH_B,Lunch,450,151,33.56,151.0,,299,,,,,True,True,True,Manual_Count
ATT-20210127-MH_B-SNA,27/01/2021,MH_B,Snacks,450,78,17.33,78.0,,372,,,,,False,True,True,Token_System
ATT-20210127-MH_B-DIN,2021-01-27,MH_B,Dinner,450,107,23.78,107.0,,343,,,,,True,True,False,Token_System
ATT-20210127-MH_G-BRE,2021-01-27,MH_G,Breakfast,300,52,17.33,,52.0,248,,,,,True,True,True,Token_System
ATT-20210127-MH_G-LUN,27/01/2021,MH_G,Lunch,300,119,39.67,,119.0,181,,,,,False,True,False,Biometric
ATT-20210127-MH_G-SNA,2021-01-27,MH_G,Snacks,300,48,16.0,,48.0,252,,,,,True,True,False,Biometric
ATT-20210127-MH_G-DIN,"January 27, 2021",MH_G,Dinner,300,91,30.33,,91.0,209,,,,,True,True,False,Biometric
ATT-20210128-MH_A-BRE,"January 28, 2021",MH_A,Breakfast,450,137,30.44,137.0,,313,,,,,True,False,False,Biometric
ATT-20210128-MH_A-LUN,28/01/2021,MH_A,Lunch,450,153,34.0,153.0,,297,,,,,True,True,False,Token_System
ATT-20210128-MH_A-SNA,28/01/2021,MH_A,Snacks,450,52,11.56,52.0,,398,,,,,True,True,False,Biometric
ATT-20210128-MH_A-DIN,2021-01-28,MH_A,Dinner,450,147,32.67,147.0,,303,,,,,True,True,False,Manual_Count
ATT-20210128-MH_B-BRE,28/01/2021,MH_B,Breakfast,450,115,25.56,115.0,,335,,,,,False,True,False,Token_System
ATT-20210128-MH_B-LUN,2021-01-28,MH_B,Lunch,450,173,38.44,173.0,,277,,,,,False,False,False,Token_System
ATT-20210128-MH_B-SNA,2021-01-28,MH_B,Snacks,450,86,19.11,86.0,,364,,,,,False,False,False,Biometric
ATT-20210128-MH_B-DIN,2021-01-28,MH_B,Dinner,450,138,30.67,138.0,,312,,,,,True,True,False,Token_System
ATT-20210128-MH_G-BRE,2021-01-28,MH_G,BREAKFAST,300,55,18.33,,55.0,245,,,,,True,True,False,Manual_Count
ATT-20210128-MH_G-LUN,2021-01-28,MH_G,Lunch,300,114,38.0,,114.0,186,,,,,False,False,False,Biometric
ATT-20210128-MH_G-SNA,2021-01-28,MH_G,Snacks,300,85,28.33,,85.0,215,,,,,False,True,False,Token_System
ATT-20210128-MH_G-DIN,"January 28, 2021",MH_G,Dinner,300,68,22.67,,68.0,232,,,,,True,False,False,Biometric
ATT-20210129-MH_A-BRE,29/01/2021,MH_A,Breakfast,450,122,27.11,122.0,,328,,,,,True,True,False,Biometric
ATT-20210129-MH_A-LUN,2021-01-29,MH_A,Lunch,450,166,36.89,166.0,,284,,,,,True,True,False,Biometric
ATT-20210129-MH_A-SNA,2021-01-29,MH_A,Snacks,450,93,20.67,93.0,,357,,,,,False,True,False,Token_System
ATT-20210129-MH_A-DIN,"January 29, 2021",MH_A,Dinner,450,115,25.56,115.0,,335,,,,,False,True,False,Biometric
ATT-20210129-MH_B-BRE,2021-01-29,MH_B,Breakfast,450,95,21.11,95.0,,355,,,,,True,True,False,Token_System
ATT-20210129-MH_B-LUN,2021-01-29,MH_B,Lunch,450,161,35.78,161.0,,289,,,,,True,True,False,Biometric
ATT-20210129-MH_B-SNA,29/01/2021,MH_B,Snacks,450,56,12.44,56.0,,394,,,,,True,True,False,Biometric
ATT-20210129-MH_B-DIN,"January 29, 2021",MH_B,Dinner,450,145,32.22,145.0,,305,,,,,False,True,False,Biometric
ATT-20210129-MH_G-BRE,2021-01-29,MH_G,Breakfast,300,51,17.0,,51.0,249,,,,,True,True,False,Biometric
ATT-20210129-MH_G-LUN,2021-01-29,MH_G,Lunch,300,108,36.0,,108.0,192,,,,,True,True,False,Biometric
ATT-20210129-MH_G-SNA,2021-01-29,MH_G,Snacks,300,54,18.0,,54.0,246,,,,,False,True,False,Biometric
ATT-20210129-MH_G-DIN,2021-01-29,MH_G,Dinner,300,84,28.0,,84.0,216,,,,,True,True,False,Biometric
ATT-20210130-MH_A-BRE,30/01/2021,MH_A,Breakfast,450,60,13.33,60.0,,390,,,,,True,True,False,Token_System
ATT-20210130-MH_A-LUN,2021-01-30,MH_A,Lunch,450,482,107.11111111111111,116.0,,334,,,,,True,True,False,Token_System
ATT-20210130-MH_A-SNA,2021-01-30,MH_A,Snacks,450,52,11.56,52.0,,398,,,,,False,True,False,Token_System
ATT-20210130-MH_A-DIN,2021-01-30,MH_A,Dinner,450,119,26.44,119.0,,331,,,,,True,True,False,Manual_Count
ATT-20210130-MH_B-BRE,2021-01-30,MH_B,Breakfast,450,87,19.33,87.0,,363,,,,,True,True,False,Biometric
ATT-20210130-MH_B-LUN,2021-01-30,MH_B,Lunch,450,131,29.11,131.0,,319,,,,,False,True,False,Token_System
ATT-20210130-MH_B-SNA,2021-01-30,MH_B,Snacks,450,29,6.44,29.0,,421,,,,,True,True,False,Biometric
ATT-20210130-MH_B-DIN,30/01/2021,MH_B,Dinner,450,118,26.22,118.0,,332,,,,,True,True,False,Manual_Count
ATT-20210130-MH_G-BRE,30/01/2021,MH_G,Breakfast,300,24,8.0,,24.0,276,,,,,True,True,False,Biometric
ATT-20210130-MH_G-LUN,30/01/2021,MH_G,Lunch,300,71,23.67,,71.0,229,,,,,True,True,False,Biometric
ATT-20210130-MH_G-SNA,"January 30, 2021",MH_G,Snacks,300,53,17.67,,53.0,247,,,,,True,True,False,Token_System
ATT-20210130-MH_G-DIN,2021-01-30,MH_G,Dinner,300,58,19.33,,58.0,242,,,,,False,True,False,Token_System
ATT-20210131-MH_A-BRE,31/01/2021,MH_A,Breakfast,450,87,19.33,87.0,,363,,,,,False,True,False,Biometric
ATT-20210131-MH_A-LUN,31/01/2021,MH_A,Lunch,450,153,34.0,153.0,,297,,,,,True,True,False,Biometric
ATT-20210131-MH_A-SNA,2021-01-31,MH_A,Snacks,450,73,16.22,73.0,,377,,,,,True,False,False,Biometric
ATT-20210131-MH_A-DIN,2021-01-31,MH_A,Dinner,450,170,37.78,170.0,,280,,,,,True,True,False,Biometric
ATT-20210131-MH_B-BRE,2021-01-31,MH_B,Breakfast,450,124,27.56,124.0,,326,,,,,True,True,False,Biometric
ATT-20210131-MH_B-LUN,"January 31, 2021",MH_B,Lunch,450,146,32.44,146.0,,304,,,,,False,True,False,Biometric
ATT-20210131-MH_B-SNA,2021-01-31,MH_B,Snacks,450,39,8.67,39.0,,411,,,,,True,False,False,Manual_Count
ATT-20210131-MH_B-DIN,2021-01-31,MH_B,Dinner,450,134,29.78,134.0,,316,,,,,True,True,False,Token_System
ATT-20210131-MH_G-BRE,31/01/2021,MH_G,Breakfast,300,76,25.33,,76.0,224,,,,,False,True,False,Biometric
ATT-20210131-MH_G-LUN,2021-01-31,MH_G,Lunch,300,137,45.67,,137.0,163,,,,,False,False,False,Manual_Count
ATT-20210131-MH_G-SNA,31/01/2021,MH_G,Snacks,300,37,12.33,,37.0,263,,,,,True,True,False,Manual_Count
ATT-20210131-MH_G-DIN,"January 31, 2021",MH_G,Dinner,300,111,37.0,,111.0,189,,,,,True,False,False,Token_System
ATT-20210201-MH_A-BRE,2021-02-01,MH_A,Breakfast,450,70,15.56,70.0,,380,,,,,True,True,False,Biometric
ATT-20210201-MH_A-LUN,2021-02-01,MH_A,Lunch,450,147,32.67,147.0,,303,,,,,True,True,False,Biometric
ATT-20210201-MH_A-SNA,01/02/2021,MH_A,Snacks,450,82,18.22,82.0,,368,,,,,False,True,False,Manual_Count
ATT-20210201-MH_A-DIN,2021-02-01,MH_A,Dinner,450,129,28.67,129.0,,321,,,,,False,True,False,Manual_Count
ATT-20210201-MH_B-BRE,2021-02-01,MH_B,Breakfast,450,108,24.0,108.0,,342,,,,,True,True,False,Manual_Count
ATT-20210201-MH_B-LUN,"February 01, 2021",MH_B,Lnch,450,160,35.56,160.0,,290,,,,,False,True,False,Manual_Count
ATT-20210201-MH_B-SNA,2021-02-01,MH_B,Snacks,450,47,10.44,47.0,,403,,,,,True,True,False,Token_System
ATT-20210201-MH_B-DIN,2021-02-01,MH_B,Dinner,450,126,28.0,126.0,,324,,,,,True,True,False,Token_System
ATT-20210201-MH_G-BRE,2021-02-01,MH_G,Breakfast,300,67,22.33,,67.0,-5,,,,,False,True,False,Biometric
ATT-20210201-MH_G-LUN,2021-02-01,MH_G,Lunch,300,114,38.0,,114.0,186,,,,,True,True,False,Biometric
ATT-20210201-MH_G-SNA,2021-02-01,MH_G,Snacks,300,37,12.33,,37.0,263,,,,,True,True,False,Token_System
ATT-20210201-MH_G-DIN,2021-02-01,MH_G,Dinner,300,104,34.67,,104.0,196,,,,,True,True,False,Manual_Count
ATT-20210202-MH_A-BRE,2021-02-02,MH_A,Breakfast,450,131,29.11,131.0,,319,,,,,True,True,False,Manual_Count
ATT-20210202-MH_A-LUN,2021-02-02,MH_A,Lunch,450,182,40.44,182.0,,268,,,,,True,True,False,Biometric
ATT-20210202-MH_A-SNA,2021-02-02,MH_A,Snacks,450,122,27.11,122.0,,328,,,,,True,True,False,Biometric
ATT-20210202-MH_A-DIN,2021-02-02,MH_A,Dinner,450,124,27.56,124.0,,326,,,,,True,True,False,Manual_Count
ATT-20210202-MH_B-BRE,2021-02-02,MH_B,BREAKFAST,450,121,26.89,121.0,,329,,,,,True,True,False,Biometric
ATT-20210202-MH_B-LUN,2021-02-02,MH_B,Lunch,450,216,48.0,216.0,,234,,,,,True,True,False,Biometric
ATT-20210202-MH_B-SNA,02/02/2021,MH_B,Snacks,450,79,17.56,79.0,,371,,,,,False,True,False,Biometric
ATT-20210202-MH_B-DIN,2021-02-02,MH_B,Dinner,450,125,27.78,125.0,,325,,,,,True,True,False,Biometric
ATT-20210202-MH_G-BRE,2021-02-02,MH_G,Breakfast,300,64,21.33,,64.0,236,,,,,False,True,False,Biometric
ATT-20210202-MH_G-LUN,"February 02, 2021",MH_G,Lunch,300,103,34.33,,103.0,197,,,,,True,True,False,Token_System
ATT-20210202-MH_G-SNA,02/02/2021,MH_G,Snacks,300,37,12.33,,37.0,263,,,,,False,True,False,Biometric
ATT-20210202-MH_G-DIN,2021-02-02,MH_G,Dinner,300,104,34.67,,104.0,196,,,,,True,True,False,Manual_Count
ATT-20210203-MH_A-BRE,"February 03, 2021",MH_A,Breakfast,450,76,16.89,76.0,,374,,,,,True,True,False,Biometric
ATT-20210203-MH_A-LUN,2021-02-03,MH_A,Lunch,450,157,34.89,157.0,,293,,,,,True,True,False,Token_System
ATT-20210203-MH_A-SNA,2021-02-03,MH_A,Snacks,450,77,17.11,77.0,,373,,,,,False,False,False,Manual_Count
ATT-20210203-MH_A-DIN,2021-02-03,MH_A,Dinner,450,130,28.89,130.0,,320,,,,,True,True,False,Biometric
ATT-20210203-MH_B-BRE,2021-02-03,MH_B,Breakfast,450,135,30.0,135.0,,315,,,,,True,True,False,Manual_Count
ATT-20210203-MH_B-LUN,2021-02-03,MH_B,Lunch,450,152,33.78,152.0,,298,,,,,True,True,False,Token_System
ATT-20210203-MH_B-SNA,2021-02-03,MH_B,Snacks,450,84,18.67,84.0,,366,,,,,False,True,False,Biometric
ATT-20210203-MH_B-DIN,2021-02-03,MH_B,Dinner,450,108,24.0,108.0,,342,,,,,True,True,False,Manual_Count
ATT-20210203-MH_G-BRE,03/02/2021,MH_G,Breakfast,300,69,23.0,,69.0,231,,,,,False,True,False,Biometric
ATT-20210203-MH_G-LUN,2021-02-03,MH_G,Lunch,300,136,45.33,,136.0,164,,,,,True,True,False,Manual_Count
ATT-20210203-MH_G-SNA,2021-02-03,MH_G,Snacks,300,67,22.33,,67.0,233,,,,,True,True,False,Biometric
ATT-20210203-MH_G-DIN,03/02/2021,MH_G,Dinner,300,89,29.67,,89.0,211,,,,,False,True,False,Biometric
ATT-20210204-MH_A-BRE,04/02/2021,MH_A,Breakfast,450,111,24.67,111.0,,339,,,,,True,False,False,Biometric
ATT-20210204-MH_A-LUN,2021-02-04,MH_A,Lunch,450,162,36.0,162.0,,-14,,,,,True,True,False,Manual_Count
ATT-20210204-MH_A-SNA,04/02/2021,MH_A,Snacks,450,113,25.11,113.0,,337,,,,,True,True,False,Token_System
ATT-20210204-MH_A-DIN,"February 04, 2021",MH_A,Dinner,450,123,27.33,123.0,,327,,,,,True,False,False,Biometric
ATT-20210204-MH_B-BRE,04/02/2021,MH_B,Breakfast,450,142,31.56,142.0,,308,,,,,False,True,False,Biometric
ATT-20210204-MH_B-LUN,2021-02-04,MH_B,Lunch,450,198,44.0,198.0,,252,,,,,False,True,False,Biometric
ATT-20210204-MH_B-SNA,2021-02-04,MH_B,Snacks,450,87,19.33,87.0,,363,,,,,False,True,False,Biometric
ATT-20210204-MH_B-DIN,2021-02-04,MH_B,Dinner,450,132,29.33,132.0,,318,,,,,True,True,False,Biometric
ATT-20210204-MH_G-BRE,2021-02-04,MH_G,Breakfast,300,47,15.67,,47.0,253,,,,,True,True,False,Biometric
ATT-20210204-MH_G-LUN,2021-02-04,MH_G,Lunch,300,131,43.67,,131.0,169,,,,,True,True,False,Token_System
ATT-20210204-MH_G-SNA,2021-02-04,MH_G,Snacks,300,61,20.33,,61.0,239,,,,,True,True,False,Biometric
ATT-20210204-MH_G-DIN,"February 04, 2021",MH_G,Dinner,300,95,31.67,,95.0,205,,,,,True,True,False,Biometric
ATT-20210205-MH_A-BRE,2021-02-05,MH_A,Breakfast,450,145,32.22,145.0,,305,,,,,True,True,False,Biometric
